"term","OR","ci_low","ci_high","p.value"
"grupo_rgmulher_branca",1.79507446441096,1.78455033001977,1.80566066340342,0
"grupo_rghomem_negro",0.65167827858646,0.647853646864883,0.655525489185036,0
"grupo_rgmulher_negra",1.3347544607587,1.32659372470042,1.34296539878294,0
