gap_total,gap_pct,ef_dotacao,se_dotacao,pct_dotacao,ef_coeficiente,se_coeficiente,pct_coeficiente,n_brancos,n_negros,n_bootstrap,espec
0.4254799,53.03246,0.35655419035174196,0.028774696395688432,83.800476,0.06892586129178502,0.012072406110506695,16.199558,3259516,4434682,200,com_ocupacao_e_contexto
