"modelo","populacao","N","OR_negro","CI_low","CI_high","AME_negro","ICC_UPA","LL","AIC"
"M1_GLMM_full","pea==1",7694198,0.673967931944701,0.67090122986253,0.677048651979504,-0.0515789265038307,0.222158634816585,-3062534.40219498,6125096.80438997
"M2_GLMM_full","pea==1",7694198,0.690465822825455,0.687335996189785,0.693609901318765,-0.0483870999152427,0.108221617975158,-3048877.23646238,6097786.47292476
