"param","valor"
"OR_homem_negro",0.662227672664878
"OR_mulher_branca",1.78769880441709
"OR_mulher_negra",1.36214942305887
"OR_interacao_negroXsexo",1.15059657343259
"tau2_negro_UF",0.0112313895383904
"sd_negro_UF",0.105978250308213
"rho_int_slope",0.645626358020741
"LRT_chisq",2386.06978071015
"LRT_p",0
