"rotulo","OR_negro","tau2_negro","sd_negro","rho","p_boundary","N"
"ocp_qualif_PRIVADO",0.697492937887758,0.0108503973571634,0.104165240637957,0.670530995121904,0,6601022
"ocp_qualif_PUBLICO",0.705331343783816,0.0114980487712392,0.107228954910692,0.454478891536711,2.57039735130781e-73,1093176
