gap_total,gap_pct,ef_dotacao,se_dotacao,pct_dotacao,ef_coeficiente,se_coeficiente,pct_coeficiente,n_brancos,n_negros,n_bootstrap
0.4290518435325925,53.58006536647033,0.10648891942565206,0.015370464699053975,24.819592557597932,-0.39096026616115953,0.06992104611873712,-91.12191732872968,3275644,4441917,200
