area,raca,pct_formal,pct_conta_prop,pct_publico,pct_domestico
Capital,Branco,54.110074809932094,24.589899230785473,18.21857218978347,3.8783664779960922
Capital,Negro,52.939646650067075,25.881180239641317,14.482588881003853,7.614703360803345
RM (exceto capital),Branco,53.94156953697822,25.040009060513395,11.849821990456915,5.686703204171775
RM (exceto capital),Negro,50.326452686401836,27.059264828229622,10.546032794348433,8.726938718587045
Interior,Branco,46.56925884248968,29.348244677939466,13.855789077490133,5.121540182301796
Interior,Negro,38.23563924845673,29.593814984312388,14.486694867814334,7.849999134344035
