"desfecho","OR_mulher_branca","OR_homem_negro","OR_mulher_negra","OR_interacao","pen_racial_homens_pct","pen_racial_mulheres_pct"
"ocp_qualif",1.79507442066398,0.651678314937941,1.33475450288418,1.14100005800383,-34.8321685062059,-25.6435004855969
"y_top20",0.50509624188305,0.679992447513662,0.362143167256857,1.05439192005976,-32.0007552486339,-28.3021457639932
"y_top10",0.489514808740237,0.646307238108699,0.338109214367748,1.06869100088491,-35.3692761891301,-30.9297270826455
