"ponderado","OR_negro","SE_negro","CI95_lo","CI95_hi"
FALSE,0.752041139645469,0.00446101253428375,0.745494267616711,0.758645505789505
TRUE,0.736478995300414,0.00601471138206674,0.727847742618367,0.745212602525176
