Variável,log_OR,OR,p-valor
negro,0.6103817511172411,1.8411341196480318,0.0
sexo_fem,-0.0010357758370044465,0.9989647603936336,0.7428654142321602
idade_c,0.00015538128510808266,1.0001553933574052,0.2133107636250301
educ_ord,0.002770571227563782,1.0027744128069978,0.07770641148498386
emprego_formal,-3.202751279138493,0.04065020991103734,0.0
