tau,q_label,gap_obs,gap_rif,end,ret,inter,end_pct,ret_pct,inter_pct,n_b,n_n
0.75,q75,0.4698162078857422,0.4818047902264482,0.36355266182265716,0.1182521284037907,0.05996623568727696,77.38189013501892,25.169869923378467,12.763764783070354,3259516,4434682
