tau,q_label,gap_obs,gap_rif,end,ret,inter,end_pct,ret_pct,inter_pct,n_b,n_n
0.25,q25,0.30985212326049805,0.2546499356241325,0.17529206079178045,0.07935787483235145,-0.0658028340312915,56.572812523349846,25.611531719482166,-21.23685109492373,3259516,4434682
