tau,q_label,gap_obs,gap_rif,end,ret,inter,end_pct,ret_pct,inter_pct,n_b,n_n
0.9,q90,0.4833230972290039,0.4203125177053888,0.36615569587591706,0.05415682182947015,0.14141007948215567,75.75795528398437,11.20509699204589,29.257877451520592,3259516,4434682
