tau,q_label,gap_obs,gap_rif,end,ret,inter,end_pct,ret_pct,inter_pct,n_b,n_n
0.5,q50,0.37771034240722656,0.2979710829698057,0.21674710653343213,0.0812239764363718,-0.023548816142810694,57.384477521070174,21.504302984851968,-6.234623069288808,3259516,4434682
