tau,q_label,gap_obs,gap_rif,end,ret,inter,end_pct,ret_pct,inter_pct,n_b,n_n
0.1,q10,0.5585465431213379,0.527651918072686,0.3425781399763327,0.18507377809635364,-0.1742627688371888,61.33385734730283,33.13488918257408,-31.199328146111576,3259516,4434682
